user,n_u
45743,1
45744,10
45745,1
45746,2
45747,18
45748,18
45749,1
45750,1
45751,14
45752,9
45753,1
45754,17
45755,1
45756,1
45757,1
45758,1
45759,1
45760,6
45761,58
45762,2
45763,2
45764,2
45765,5
45766,1
45767,1
45768,4
45769,11
45770,4
45771,8
45772,24
45773,6
45774,1
45775,14
45776,1
45777,16
45778,2
45779,24
45780,2
45781,13
45782,26
45783,40
45784,24
45785,2
45786,35
45787,3
45788,42
45789,1
45790,2
45791,1
45792,2
45793,1
45794,18
45795,5
45796,4
45797,17
45798,1
45799,1
45800,2
45801,1
45802,1
45803,6
45804,1
45805,2
45806,1
45807,1
45808,16
45809,1
45810,36
45811,6
45812,1
45813,1
45814,6
45815,1
45816,34
45817,13
45818,7
45819,41
45820,113
45821,7
45822,19
45823,20
45824,3
45825,19
45826,6
45827,1
45828,6
45829,10
45830,4
45831,14
45832,10
45833,5
45834,1
45835,1
45836,6
45837,1
45838,3
45839,21
45840,13
45841,5
45842,9
45843,2
45844,3
45845,1
45846,1
45847,2
45848,1
45849,8
45850,9
45851,1
45852,13
45853,16
45854,28
45855,2
45856,11
45857,1
45858,3
45859,1
45860,5
45861,8
45862,1
45863,6
45864,1
45865,1
45866,2
45867,23
45868,25
45869,26
45870,2
45871,1
45872,12
45873,37
45874,41
45875,133
45876,114
45877,58
45878,4
45879,1
45880,14
45881,2
45882,1
45883,1
45884,25
45885,5
45886,21
45887,17
45888,2
45889,67
45890,2
45891,5
45892,11
45893,2
45894,9
45895,17
45896,8
45897,32
45898,64
45899,104
45900,40
45901,22
45902,2
45903,22
45904,48
45905,2
45906,7
45907,14
45908,3
45909,6
45910,10
45911,17
45912,3
45913,1
45914,1
45915,19
45916,43
45917,16
45918,48
45919,1
45920,1
45921,18
45922,13
45923,3
45924,108
45925,10
45926,2
45927,9
45928,41
45929,29
45930,40
45931,4
45932,31
45933,14
45934,7
45935,47
45936,8
45937,21
45938,61
45939,121
45940,16
45941,2
45942,98
45943,13
45944,29
45945,12
45946,1
45947,26
45948,218
45949,37
45950,2
45951,132
45952,1
45953,1
45954,6
45955,2
45956,2
45957,46
45958,2
45959,35
45960,11
45961,90
45962,12
45963,1
45964,3
45965,1
45966,49
45967,60
45968,2
45969,18
45970,34
45971,1
45972,3
45973,8
45974,23
45975,6
45976,13
45977,1
45978,8
45979,2
45980,1
45981,2
45982,2
45983,7
45984,1
45985,2
45986,1
45987,18
45988,6
45989,1
45990,1
45991,3
45992,1
45993,2
45994,3
45995,6
45996,1
45997,3
45998,1
45999,9
46000,2
46001,5
46002,1
46003,1
46004,5
46005,2
46006,6
46007,3
46008,6
46009,11
46010,1
46011,4
46012,1
46013,12
46014,27
46015,60
46016,84
46017,82
46018,2
46019,1
46020,1
46021,6
46022,2
46023,19
46024,1
46025,5
46026,10
46027,23
46028,1
46029,12
46030,1
46031,4
46032,2
46033,3
46034,2
46035,1
46036,99
46037,11
46038,3
46039,11
46040,54
46041,6
46042,1
46043,3
46044,1
46045,3
46046,20
46047,2
46048,1
46049,20
46050,11
46051,25
46052,39
46053,1
46054,2
46055,3
46056,14
46057,4
46058,27
46059,1
46060,75
46061,20
46062,1
46063,1
46064,1
46065,16
46066,2
46067,7
46068,15
46069,5
46070,1
46071,3
46072,7
46073,2
46074,1
46075,5
46076,1
46077,5
46078,1
46079,5
46080,2
46081,1
46082,21
46083,5
46084,1
46085,5
46086,3
46087,4
46088,2
46089,17
46090,5
46091,2
46092,3
46093,5
46094,12
46095,20
46096,9
46097,13
46098,76
46099,24
46100,11
46101,8
46102,13
46103,23
46104,14
46105,4
46106,6
46107,4
46108,1
46109,56
46110,22
46111,1
46112,29
46113,3
46114,3
46115,47
46116,12
46117,1
46118,7
46119,16
46120,4
46121,15
46122,1
46123,1
46124,14
46125,20
46126,1
46127,14
46128,50
46129,2
46130,3
46131,8
46132,1
46133,2
46134,3
46135,41
46136,37
46137,2
46138,23
46139,1
46140,1
46141,10
46142,29
46143,2
46144,8
46145,11
46146,9
46147,6
46148,5
46149,38
46150,11
46151,1
46152,3
46153,2
46154,2
46155,6
46156,21
46157,6
46158,20
46159,1
46160,3
46161,1
46162,14
46163,17
46164,5
46165,1
46166,1
46167,23
46168,1
46169,10
46170,4
46171,52
46172,21
46173,24
46174,4
46175,13
46176,6
46177,83
46178,3
46179,113
46180,8
46181,1
46182,84
46183,38
46184,105
46185,1
46186,7
46187,2
46188,2
46189,12
46190,27
46191,2
46192,6
46193,5
46194,4
46195,11
46196,4
46197,43
46198,2
46199,104
46200,7
46201,13
46202,38
46203,1
46204,21
46205,1
46206,1
46207,9
46208,1
46209,15
46210,2
46211,3
46212,1
46213,1
46214,2
46215,1
46216,9
46217,10
46218,1
46219,26
46220,19
46221,17
46222,5
46223,4
46224,25
46225,14
46226,20
46227,1
46228,7
46229,21
46230,12
46231,1
46232,5
46233,6
46234,1
46235,7
46236,3
46237,1
46238,7
46239,14
46240,109
46241,4
46242,1
46243,6
46244,25
46245,37
46246,23
46247,50
46248,34
46249,2
46250,46
46251,4
46252,1
46253,56
46254,13
46255,1
46256,2
46257,2
46258,65
46259,3
46260,44
46261,12
46262,10
46263,13
46264,5
46265,9
46266,1
46267,109
46268,59
46269,29
46270,14
46271,12
46272,4
46273,1
46274,14
46275,68
46276,12
46277,5
46278,4
46279,7
46280,6
46281,1
46282,2
46283,8
46284,1
46285,1
46286,7
46287,107
46288,6
46289,5
46290,43
46291,4
46292,18
46293,15
46294,16
46295,18
46296,17
46297,4
46298,8
46299,1
46300,52
46301,7
46302,2
46303,6
46304,21
46305,23
46306,3
46307,9
46308,5
46309,14
46310,3
46311,33
46312,1
46313,7
46314,1
46315,7
46316,32
46317,98
46318,17
46319,80
46320,51
46321,1
46322,10
46323,104
46324,1
46325,8
46326,48
46327,8
46328,25
46329,1
46330,18
46331,9
46332,1
46333,1
46334,21
46335,2
46336,3
46337,1
46338,5
46339,59
46340,5
46341,21
46342,2
46343,30
46344,3
46345,2
46346,1
46347,1
46348,2
46349,42
46350,111
46351,1
46352,1
46353,5
46354,9
46355,1
46356,7
46357,4
46358,3
46359,11
46360,1
46361,1
46362,3
46363,1
46364,1
46365,3
46366,3
46367,1
46368,2
46369,5
46370,31
46371,11
46372,3
46373,8
46374,3
46375,1
46376,1
46377,16
46378,3
46379,1
46380,4
46381,2
46382,5
46383,2
46384,2
46385,10
46386,6
46387,4
46388,2
46389,1
46390,8
46391,2
46392,11
46393,3
46394,4
46395,23
46396,9
46397,1
46398,6
46399,39
46400,14
46401,3
46402,2
46403,6
46404,1
46405,12
46406,8
46407,1
46408,34
46409,12
46410,1
46411,19
46412,16
46413,4
46414,1
46415,4
46416,1
46417,13
46418,2
46419,2
46420,1
46421,12
46422,1
46423,7
46424,47
46425,1
46426,5
46427,6
46428,2
46429,1
46430,1
46431,2
46432,2
46433,3
46434,3
46435,4
46436,4
46437,9
46438,2
46439,1
46440,1
46441,1
46442,23
46443,1
46444,33
46445,6
46446,16
46447,2
46448,37
46449,1
46450,3
46451,2
46452,2
46453,5
46454,2
46455,2
46456,3
46457,1
46458,60
46459,1
46460,2
46461,3
46462,6
46463,3
46464,4
46465,2
46466,1
46467,3
46468,3
46469,3
46470,1
46471,1
46472,1
46473,14
46474,45
46475,1
46476,2
46477,1
46478,1
46479,10
46480,1
46481,5
46482,1
46483,2
46484,1
46485,1
46486,1
46487,6
46488,1
46489,2
46490,5
46491,2
46492,12
46493,1
46494,7
46495,1
46496,3
46497,1
46498,2
46499,28
46500,2
46501,34
46502,11
46503,23
46504,6
46505,3
46506,5
46507,1
46508,5
46509,1
46510,66
46511,1
46512,38
46513,2
46514,6
46515,69
46516,3
46517,23
46518,6
46519,13
46520,3
46521,21
46522,5
46523,1
46524,4
46525,2
46526,2
46527,1
46528,1
46529,11
46530,32
46531,9
46532,64
46533,34
46534,5
46535,1
46536,37
46537,3
46538,2
46539,13
46540,1
46541,2
46542,13
46543,3
46544,1
46545,1
46546,8
46547,9
46548,2
46549,1
46550,6
46551,1
46552,22
46553,8
46554,4
46555,1
46556,13
46557,10
46558,1
46559,1
46560,4
46561,10
46562,11
46563,2
46564,14
46565,20
46566,71
46567,5
46568,2
46569,1
46570,1
46571,3
46572,1
46573,140
46574,32
46575,12
46576,2
46577,1
46578,30
46579,4
46580,5
46581,6
46582,1
46583,5
46584,16
46585,2
46586,10
46587,15
46588,43
46589,1
46590,3
46591,6
46592,2
46593,2
46594,10
46595,2
46596,4
46597,10
46598,3
46599,43
46600,73
46601,1
46602,29
46603,67
46604,4
46605,9
46606,3
46607,1
46608,7
46609,4
46610,12
46611,3
46612,62
46613,3
46614,1
46615,2
46616,24
46617,76
46618,1
46619,8
46620,28
46621,16
46622,49
46623,32
46624,2
46625,15
46626,1
46627,2
46628,2
46629,172
46630,1
46631,6
46632,1
46633,4
46634,6
46635,2
46636,2
46637,15
46638,5
46639,16
46640,6
46641,15
46642,8
46643,6
46644,1
46645,2
46646,1
46647,2
46648,3
46649,18
46650,6
46651,1
46652,2
46653,1
46654,4
46655,2
46656,1
46657,18
46658,27
46659,3
46660,1
46661,1
46662,1
46663,1
46664,2
46665,7
46666,9
46667,6
46668,1
46669,30
46670,6
46671,2
46672,49
46673,29
46674,8
46675,23
46676,5
46677,5
46678,31
46679,24
46680,24
46681,21
46682,17
46683,20
46684,2
46685,1
46686,8
46687,2
46688,5
46689,4
46690,2
46691,32
46692,6
46693,1
46694,7
46695,18
46696,3
46697,5
46698,1
46699,12
46700,36
46701,1
46702,1
46703,19
46704,1
46705,35
46706,7
46707,13
46708,5
46709,4
46710,11
46711,1
46712,1
46713,10
46714,1
46715,20
46716,8
46717,25
46718,28
46719,1
46720,2
46721,18
46722,6
46723,2
46724,13
46725,2
46726,1
46727,1
46728,7
46729,27
46730,1
46731,3
46732,1
46733,3
46734,1
46735,1
46736,32
46737,2
46738,7
46739,2
46740,1
46741,1
46742,4
46743,38
46744,3
46745,31
46746,1
46747,1
46748,1
46749,2
46750,1
46751,12
46752,56
46753,2
46754,2
46755,4
46756,2
46757,1
46758,1
46759,4
46760,2
46761,1
46762,15
46763,1
46764,1
46765,7
46766,1
46767,1
46768,3
46769,22
46770,12
46771,4
46772,8
46773,1
46774,1
46775,1
46776,1
46777,1
46778,5
46779,35
46780,15
46781,8
46782,79
46783,1
46784,9
46785,2
46786,1
46787,2
46788,417
46789,10
46790,49
46791,5
46792,4
46793,2
46794,2
46795,1
46796,1
46797,6
46798,3
46799,2
46800,9
46801,1
46802,3
46803,1
46804,4
46805,1
46806,4
46807,53
46808,1
46809,1
46810,1
46811,2
46812,4
46813,3
46814,4
46815,1
46816,6
46817,10
46818,5
46819,2
46820,156
46821,34
46822,1
46823,15
46824,244
46825,1
46826,1
46827,3
46828,9
46829,1
46830,1
46831,2
46832,24
46833,41
46834,1
46835,6
46836,1
46837,3
46838,3
46839,1
46840,1
46841,14
46842,56
46843,9
46844,31
46845,49
46846,7
46847,53
46848,15
46849,36
46850,141
46851,44
46852,49
46853,19
46854,18
46855,23
46856,36
46857,13
46858,33
46859,7
46860,28
46861,161
46862,25
46863,5
46864,14
46865,13
46866,27
46867,40
46868,4
46869,122
46870,1
46871,51
46872,54
46873,8
46874,40
46875,3
46876,43
46877,7
46878,111
46879,26
46880,32
46881,182
46882,5
46883,6
46884,9
46885,27
46886,107
46887,34
46888,38
46889,19
46890,149
46891,21
46892,52
46893,38
46894,15
46895,54
46896,39
46897,26
46898,36
46899,51
46900,5
46901,48
46902,18
46903,20
46904,19
46905,23
46906,15
46907,30
46908,53
46909,107
46910,52
46911,51
46912,36
46913,22
46914,3
46915,11
46916,91
46917,36
46918,58
46919,9
46920,59
46921,5
46922,12
46923,1
46924,3
46925,10
46926,4
46927,54
46928,2
46929,14
46930,2
46931,3
46932,1
46933,5
46934,1
46935,3
46936,18
46937,2
46938,23
46939,44
46940,4
46941,1
46942,3
46943,3
46944,2
46945,1
46946,6
46947,1
46948,2
46949,15
46950,1
46951,68
46952,12
46953,2
46954,6
46955,2
46956,6
46957,16
46958,36
46959,7
46960,6
46961,2
46962,2
46963,1
46964,5
46965,1
46966,9
46967,11
46968,42
46969,59
46970,5
46971,6
46972,25
46973,18
46974,3
46975,8
46976,2
46977,3
46978,1
46979,2
46980,36
46981,8
46982,13
46983,6
46984,22
46985,1
46986,1
46987,1
46988,1
46989,2
46990,16
46991,1
46992,10
46993,7
46994,4
46995,4
46996,1
46997,7
46998,10
46999,3
47000,1
47001,1
47002,5
47003,11
47004,21
47005,6
47006,1
47007,36
47008,8
47009,4
47010,4
47011,13
47012,29
47013,83
47014,2
47015,13
47016,2
47017,26
47018,9
47019,30
47020,7
47021,23
47022,139
47023,1
47024,1
47025,2
47026,1
47027,2
47028,4
47029,10
47030,2
47031,4
47032,4
47033,18
47034,2
47035,9
47036,14
47037,12
47038,33
47039,1
47040,1
47041,17
47042,2
47043,3
47044,83
47045,26
47046,34
47047,2
47048,1
47049,1
47050,2
47051,1
47052,1
47053,10
47054,3
47055,1
47056,5
47057,12
47058,2
47059,1
47060,1
47061,7
47062,18
47063,1
47064,8
47065,6
47066,1
47067,5
47068,4
47069,1
47070,1
47071,4
47072,3
47073,16
47074,3
47075,1
47076,1
47077,1
47078,15
47079,1
47080,10
47081,47
47082,2
47083,3
47084,23
47085,14
47086,23
47087,1
47088,1
47089,7
47090,14
47091,12
47092,1
47093,1
47094,18
47095,1
47096,3
47097,3
47098,9
47099,5
47100,1
47101,1
47102,2
47103,14
47104,12
47105,2
47106,7
47107,9
47108,18
47109,1
47110,2
47111,48
47112,2
47113,3
47114,8
47115,69
47116,103
47117,8
47118,15
47119,3
47120,1
47121,11
47122,104
47123,1
47124,6
47125,2
47126,22
47127,21
47128,13
47129,51
47130,6
47131,3
47132,1
47133,2
47134,1
47135,1
47136,2
47137,10
47138,4
47139,1
47140,45
47141,32
47142,1
47143,3
47144,7
47145,2
47146,2
47147,1
47148,2
47149,4
47150,7
47151,44
47152,1
47153,2
47154,16
47155,2
47156,5
47157,10
47158,20
47159,1
47160,1
47161,1
47162,2
47163,1
47164,3
47165,1
47166,14
47167,15
47168,9
47169,2
47170,6
47171,18
47172,1
47173,1
47174,2
47175,1
47176,1
47177,21
47178,4
47179,17
47180,4
47181,126
47182,48
47183,2
47184,8
47185,1
47186,1
47187,43
47188,3
47189,6
47190,6
47191,1
47192,36
47193,4
47194,14
47195,2
47196,10
47197,2
47198,2
47199,75
47200,2
47201,1
47202,5
47203,31
47204,1
47205,1
47206,52
47207,3
47208,1
47209,2
47210,14
47211,9
47212,5
47213,1
47214,1
47215,1
47216,5
47217,8
47218,43
47219,72
47220,67
47221,100
47222,2
47223,1
47224,1
47225,1
47226,15
47227,16
47228,1
47229,2
47230,2
47231,1
47232,22
47233,10
47234,5
47235,52
47236,11
47237,12
47238,43
47239,12
47240,7
47241,1
47242,35
47243,164
47244,1
47245,7
47246,15
47247,8
47248,1
47249,10
47250,25
47251,10
47252,1
47253,1
47254,21
47255,1
47256,29
47257,20
47258,5
47259,5
47260,1
47261,15
47262,39
47263,1
47264,5
47265,27
47266,1
47267,1
47268,4
47269,12
47270,77
47271,6
47272,29
47273,1
47274,2
47275,4
47276,60
47277,1
47278,12
47279,4
47280,4
47281,1
47282,1
47283,1
47284,4
47285,51
47286,2
47287,1
47288,1
47289,4
47290,4
47291,36
47292,7
47293,3
47294,1
47295,1
47296,60
47297,30
47298,21
47299,1
47300,2
47301,1
47302,17
47303,13
47304,1
47305,5
47306,4
47307,1
47308,11
47309,1
47310,4
47311,17
47312,3
47313,1
47314,20
47315,2
47316,2
47317,5
47318,2
47319,3
47320,2
47321,2
47322,36
47323,6
47324,13
47325,37
47326,1
47327,2
47328,30
47329,1
47330,3
47331,62
47332,26
47333,14
47334,10
47335,17
47336,29
47337,11
47338,1
47339,4
47340,11
47341,40
47342,82
47343,1
47344,11
47345,63
47346,9
47347,48
47348,25
47349,15
47350,1
47351,17
47352,29
47353,1
47354,58
47355,2
47356,12
47357,1
47358,4
47359,1
47360,1
47361,1
47362,36
47363,11
47364,29
47365,3
47366,5
47367,3
47368,1
47369,12
47370,1
47371,6
47372,55
47373,7
47374,1
47375,1
47376,1
47377,57
47378,4
47379,2
47380,2
47381,52
47382,2
47383,18
47384,3
47385,5
47386,1
47387,22
47388,7
47389,2
47390,1
47391,8
47392,8
47393,15
47394,2
47395,2
47396,48
47397,2
47398,35
47399,6
47400,12
47401,18
47402,1
47403,6
47404,1
47405,12
47406,8
47407,1
47408,2
47409,3
47410,50
47411,19
47412,1
47413,1
47414,6
47415,6
47416,2
47417,2
47418,4
47419,1
47420,1
47421,2
47422,6
47423,5
47424,3
47425,21
47426,2
47427,29
47428,1
47429,12
47430,1
47431,10
47432,13
47433,12
47434,45
47435,9
47436,1
47437,2
47438,2
47439,11
47440,7
47441,1
47442,16
47443,11
47444,6
47445,92
47446,2
47447,1
47448,1
47449,2
47450,7
47451,21
47452,3
47453,3
47454,7
47455,1
47456,3
47457,1
47458,1
47459,1
47460,3
47461,21
47462,5
47463,2
47464,2
47465,1
47466,5
47467,1
47468,4
47469,4
47470,14
47471,1
47472,40
47473,14
47474,2
47475,1
47476,25
47477,32
47478,30
47479,7
47480,2
47481,1
47482,4
47483,5
47484,14
47485,2
47486,4
47487,11
47488,2
47489,5
47490,4
47491,3
47492,1
47493,1
47494,1
47495,2
47496,1
47497,12
47498,26
47499,1
47500,1
47501,1
47502,13
47503,1
47504,75
47505,1
47506,1
47507,32
47508,1
47509,4
47510,3
47511,9
47512,1
47513,2
47514,1
47515,1
47516,2
47517,158
47518,7
47519,2
47520,80
47521,1
47522,7
47523,18
47524,1
47525,1
47526,5
47527,39
47528,4
47529,1
47530,3
47531,6
47532,1
47533,21
47534,1
47535,4
47536,16
47537,36
47538,43
47539,7
47540,5
47541,13
47542,6
47543,11
47544,11
47545,7
47546,2
47547,16
47548,11
47549,15
47550,1
47551,71
47552,1
47553,74
47554,38
47555,2
47556,18
47557,50
47558,14
47559,37
47560,26
47561,1
47562,4
47563,1
47564,5
47565,1
47566,6
47567,2
47568,2
47569,7
47570,11
47571,4
47572,1
47573,6
47574,30
47575,19
47576,9
47577,3
47578,1
47579,11
47580,4
47581,18
47582,1
47583,2
47584,1
47585,1
47586,117
47587,1
47588,9
47589,5
47590,5
47591,7
47592,24
47593,9
47594,9
47595,13
47596,105
47597,121
47598,3
47599,24
47600,12
47601,6
47602,13
47603,45
47604,27
47605,12
47606,29
47607,113
47608,67
47609,3
47610,6
47611,6
47612,9
47613,5
47614,25
47615,20
47616,6
47617,18
47618,28
47619,18
47620,38
47621,39
47622,78
47623,31
47624,1
47625,1
47626,2
47627,14
47628,1
47629,4
47630,36
47631,3
47632,47
47633,4
47634,84
47635,3
47636,49
47637,202
47638,28
47639,23
47640,4
47641,3
47642,47
47643,5
47644,2
47645,1
47646,15
47647,18
47648,8
47649,1
47650,1
47651,25
47652,5
47653,8
47654,5
47655,34
47656,6
47657,7
47658,1
47659,31
47660,14
47661,172
47662,1
47663,19
47664,11
47665,3
47666,15
47667,11
47668,2
47669,1
47670,4
47671,21
47672,8
47673,2
47674,46
47675,2
47676,4
47677,2
47678,1
47679,44
47680,2
47681,11
47682,2
47683,17
47684,4
47685,5
47686,18
47687,27
47688,11
47689,32
47690,18
47691,21
47692,7
47693,33
47694,1
47695,54
47696,3
47697,1
47698,1
47699,62
47700,22
47701,9
47702,8
47703,25
47704,1
47705,2
47706,21
47707,3
47708,11
47709,133
47710,22
47711,50
47712,4
47713,4
47714,34
47715,2
47716,23
47717,1
47718,1
47719,34
47720,4
47721,12
47722,23
47723,33
47724,22
47725,14
47726,208
47727,49
47728,6
47729,28
47730,51
47731,22
47732,10
47733,7
47734,67
47735,1
47736,2
47737,1
47738,3
47739,6
47740,1
47741,8
47742,2
47743,2
47744,2
47745,28
47746,7
47747,26
47748,1
47749,12
47750,16
47751,3
47752,4
47753,60
47754,23
47755,11
47756,43
47757,15
47758,2
47759,5
47760,43
47761,1
47762,1
47763,6
47764,4
47765,19
47766,18
47767,2
47768,4
47769,9
47770,5
47771,8
47772,1
47773,12
47774,1
47775,6
47776,5
47777,2
47778,182
47779,3
47780,12
47781,98
47782,19
47783,5
47784,8
47785,2
47786,4
47787,5
47788,1
47789,30
47790,1
47791,30
47792,3
47793,1
47794,1
47795,1
47796,14
47797,1
47798,20
47799,10
47800,5
47801,6
47802,2
47803,1
47804,196
47805,4
47806,1
47807,1
47808,1
47809,2
47810,6
47811,2
47812,51
47813,2
47814,5
47815,6
47816,1
47817,1
47818,6
47819,2
47820,8
47821,25
47822,1
47823,1
47824,4
47825,16
47826,5
47827,5
47828,10
47829,3
47830,14
47831,1
47832,4
47833,1
47834,4
47835,93
47836,2
47837,1
47838,4
47839,1
47840,21
47841,2
47842,1
47843,1
47844,3
47845,2
47846,61
47847,20
47848,3
47849,103
47850,20
47851,70
47852,11
47853,3
47854,13
47855,20
47856,1
47857,3
47858,1
47859,1
47860,17
47861,1
47862,21
47863,1
47864,15
47865,5
47866,16
47867,4
47868,1
47869,1
47870,20
47871,4
47872,2
47873,1
47874,9
47875,2
47876,1
47877,22
47878,15
47879,2
47880,1
47881,31
47882,4
47883,2
47884,1
47885,3
47886,4
47887,25
47888,2
47889,1
47890,79
47891,1
47892,1
47893,1
47894,11
47895,2
47896,11
47897,1
47898,46
47899,56
47900,1
47901,9
47902,15
47903,1
47904,13
47905,1
47906,2
47907,1
47908,1
47909,21
47910,13
47911,3
47912,4
47913,3
47914,1
47915,4
47916,21
47917,57
47918,24
47919,5
47920,5
47921,1
47922,34
47923,11
47924,20
47925,12
47926,4
47927,2
47928,3
47929,7
47930,10
47931,2
47932,148
47933,5
47934,8
47935,1
47936,1
47937,7
47938,8
47939,2
47940,4
47941,1
47942,13
47943,12
47944,1
47945,26
47946,6
47947,23
47948,7
47949,78
47950,8
47951,60
47952,1
47953,1
47954,2
47955,17
47956,1
47957,3
47958,4
47959,19
47960,5
47961,1
47962,12
47963,1
47964,29
47965,12
47966,1
47967,4
47968,7
47969,1
47970,3
47971,17
47972,25
47973,1
47974,40
47975,7
47976,1
47977,4
47978,2
47979,1
47980,1
47981,27
47982,3
47983,1
47984,2
47985,10
47986,1
47987,1
47988,1
47989,9
47990,8
47991,68
47992,12
47993,6
47994,34
47995,103
47996,8
47997,3
47998,1
47999,15
48000,1
48001,5
48002,1
48003,5
48004,27
48005,1
48006,1
48007,1
48008,4
48009,2
48010,7
48011,91
48012,6
48013,1
48014,1
48015,4
48016,2
48017,2
48018,42
48019,31
48020,46
48021,1
48022,1
48023,10
48024,2
48025,9
48026,2
48027,4
48028,15
48029,4
48030,3
48031,2
48032,4
48033,62
48034,62
48035,18
48036,5
48037,9
48038,30
48039,14
48040,78
48041,32
48042,38
48043,3
48044,3
48045,155
48046,1
48047,9
48048,9
48049,1
48050,2
48051,2
48052,23
48053,135
48054,10
48055,32
48056,4
48057,3
48058,4
48059,9
48060,2
48061,65
48062,1
48063,1
48064,3
48065,1
48066,7
48067,21
48068,4
48069,5
48070,16
48071,1
48072,13
48073,11
48074,4
48075,40
48076,2
48077,37
48078,32
48079,47
48080,1
48081,2
48082,29
48083,2
48084,7
48085,7
48086,2
48087,12
48088,3
48089,1
48090,14
48091,3
48092,9
48093,3
48094,2
48095,5
48096,2
48097,42
48098,1
48099,2
48100,1
48101,96
48102,1
48103,28
48104,10
48105,10
48106,5
48107,27
48108,15
48109,62
48110,130
48111,29
48112,19
48113,10
48114,27
48115,17
48116,14
48117,12
48118,7
48119,2
48120,3
48121,1
48122,112
48123,31
48124,2
48125,1
48126,1
48127,17
48128,2
48129,3
48130,9
48131,1
48132,1
48133,5
48134,2
48135,13
48136,6
48137,12
48138,2
48139,22
48140,5
48141,1
48142,5
48143,6
48144,6
48145,1
48146,17
48147,2
48148,8
48149,3
48150,9
48151,42
48152,33
48153,4
48154,1
48155,5
48156,1
48157,1
48158,68
48159,3
48160,2
48161,1
48162,1
48163,27
48164,6
48165,5
48166,1
48167,12
48168,8
48169,1
48170,153
48171,5
48172,22
48173,1
48174,2
48175,5
48176,3
48177,20
48178,7
48179,1
48180,3
48181,4
48182,6
48183,1
48184,2
48185,3
48186,75
48187,15
48188,1
48189,10
48190,2
48191,18
48192,1
48193,5
48194,1
48195,72
48196,1
48197,1
48198,7
48199,4
48200,2
48201,7
48202,1
48203,39
48204,11
48205,1
48206,1
48207,1
48208,15
48209,26
48210,9
48211,1
48212,11
48213,12
48214,4
48215,97
48216,2
48217,29
48218,9
48219,2
48220,10
48221,4
48222,5
48223,2
48224,1
48225,1
48226,1
48227,5
48228,1
48229,2
48230,3
48231,7
48232,21
48233,3
48234,1
48235,3
48236,6
48237,9
48238,3
48239,2
48240,22
48241,1
48242,10
48243,8
48244,2
48245,3
48246,6
48247,6
48248,31
48249,3
48250,11
48251,1
48252,1
48253,1
48254,19
48255,2
48256,15
48257,70
48258,8
48259,100
48260,1
48261,1
48262,1
48263,2
48264,1
48265,7
48266,3
48267,75
48268,8
48269,31
48270,12
48271,2
48272,3
48273,6
48274,1
48275,1
48276,29
48277,1
48278,7
48279,5
48280,9
48281,3
48282,46
48283,3
48284,1
48285,26
48286,2
48287,8
48288,2
48289,1
48290,3
48291,2
48292,5
48293,10
48294,11
48295,14
48296,2
48297,22
48298,2
48299,2
48300,9
48301,149
48302,10
48303,6
48304,12
48305,41
48306,11
48307,1
48308,13
48309,3
48310,27
48311,8
48312,23
48313,2
48314,6
48315,2
48316,4
48317,13
48318,1
48319,3
48320,1
48321,1
48322,1
48323,1
48324,89
48325,2
48326,7
48327,1
48328,2
48329,40
48330,1
48331,11
48332,54
48333,45
48334,3
48335,11
48336,1
48337,4
48338,17
48339,7
48340,1
48341,28
48342,6
48343,20
48344,15
48345,2
48346,1
48347,6
48348,5
48349,5
48350,1
48351,1
48352,6
48353,22
48354,6
48355,2
48356,1
48357,3
48358,1
48359,56
48360,48
48361,1
48362,34
48363,1
48364,1
48365,1
48366,3
48367,46
48368,2
48369,1
48370,18
48371,90
48372,7
48373,34
48374,9
48375,2
48376,10
48377,1
48378,114
48379,2
48380,1
48381,2
48382,9
48383,14
48384,1
48385,1
48386,23
48387,9
48388,20
48389,34
48390,47
48391,13
48392,66
48393,22
48394,4
48395,14
48396,41
48397,2
48398,9
48399,2
48400,3
48401,2
48402,3
48403,43
48404,18
48405,140
48406,13
48407,170
48408,87
48409,51
48410,48
48411,59
48412,24
48413,51
48414,16
48415,134
48416,31
48417,39
48418,13
48419,109
48420,80
48421,26
48422,50
48423,146
48424,42
48425,58
48426,25
48427,52
48428,381
48429,53
48430,28
48431,125
48432,2
48433,19
48434,64
48435,28
48436,34
48437,34
48438,130
48439,31
48440,26
48441,28
48442,63
48443,9
48444,23
48445,14
48446,50
48447,8
48448,13
48449,3
48450,35
48451,5
48452,16
48453,33
48454,2
48455,4
48456,12
48457,1
48458,1
48459,47
48460,55
48461,2
48462,1
48463,2
48464,2
48465,1
48466,8
48467,37
48468,2
48469,1
48470,11
48471,1
48472,5
48473,2
48474,15
48475,1
48476,4
48477,5
48478,6
48479,66
48480,3
48481,3
48482,3
48483,3
48484,4
48485,1
48486,1
48487,1
48488,1
48489,7
48490,6
48491,24
48492,2
48493,75
48494,1
48495,1
48496,20
48497,1
48498,142
48499,1
48500,1
48501,17
48502,31
48503,21
48504,5
48505,13
48506,17
48507,7
48508,4
48509,8
48510,27
48511,9
48512,8
48513,3
48514,10
48515,4
48516,14
48517,79
48518,5
48519,4
48520,2
48521,9
48522,1
48523,2
48524,9
48525,1
48526,13
48527,4
48528,65
48529,3
48530,1
48531,4
48532,1
48533,2
48534,2
48535,10
48536,15
48537,1
48538,3
48539,4
48540,33
